AcresBurned,Counties,Started,Started_Date,Started_Hour
400.0,"Monterey, CA",2018-09-13T15:37:00Z,2018-09-13,15
375.0,"Monterey, CA",2018-06-26T07:11:00Z,2018-06-26,07
367.0,"Kern, CA",2018-08-18T15:17:00Z,2018-08-18,15
365.0,"San Diego, CA",2018-07-27T13:28:00Z,2018-07-27,13
360.0,"Madera, CA",2018-09-22T15:44:00Z,2018-09-22,15
347.0,"Butte, CA",2018-06-26T12:56:00Z,2018-06-26,12
338.0,"Inyo, CA",2018-07-31T15:07:00Z,2018-07-31,15
328.0,"Shasta, CA",2018-06-23T12:54:00Z,2018-06-23,12
320.0,"Santa Clara, CA",2018-07-22T13:06:00Z,2018-07-22,13
316.0,"El Dorado, CA",2018-07-04T17:09:00Z,2018-07-04,17
300.0,"Trinity, CA",2018-06-28T18:01:00Z,2018-06-28,18
300.0,"Madera, CA",2018-06-04T17:44:00Z,2018-06-04,17
300.0,"San Diego, CA",2018-05-04T11:44:00Z,2018-05-04,11
293.0,"Kern, CA",2018-05-16T16:30:00Z,2018-05-16,16
290.0,"Calaveras, CA",2018-08-06T16:26:00Z,2018-08-06,16
289.0,"Madera, CA",2018-08-23T15:40:00Z,2018-08-23,15
282.0,"Riverside, CA",2018-07-19T17:22:00Z,2018-07-19,17
278.0,"San Benito, CA",2018-07-11T16:40:00Z,2018-07-11,16
268.0,"Contra Costa, CA",2018-06-29T16:06:00Z,2018-06-29,16
268.0,"Tehama, CA",2018-06-23T12:52:00Z,2018-06-23,12
265.0,"San Diego, CA",2018-06-06T09:46:00Z,2018-06-06,09
261.0,"Tehama, CA",2018-09-28T13:08:00Z,2018-09-28,13
260.0,"San Luis Obispo, CA",2018-06-26T11:16:00Z,2018-06-26,11
258.0,"Santa Barbara, CA",2018-03-27T14:45:00Z,2018-03-27,14
250.0,"San Diego, CA",2018-08-09T13:09:00Z,2018-08-09,13
247.0,"Contra Costa, CA",2018-07-25T14:41:00Z,2018-07-25,14
224.0,"Siskiyou, CA",2018-07-15T09:58:00Z,2018-07-15,09
215.0,"Siskiyou, CA",2018-07-01T18:13:00Z,2018-07-01,18
215.0,"San Benito, CA",2018-06-12T15:06:00Z,2018-06-12,15
207.0,"San Diego, CA",2018-07-28T15:14:00Z,2018-07-28,15
205.0,"Riverside, CA",2018-07-26T10:12:00Z,2018-07-26,10
200.0,"Kern, CA",2018-09-12T11:25:00Z,2018-09-12,11
200.0,"Merced, CA",2018-06-07T18:04:00Z,2018-06-07,18
191.0,"Butte, CA",2018-07-04T13:30:00Z,2018-07-04,13
186.0,"Ventura, CA",2018-11-12T10:06:00Z,2018-11-12,10
185.0,"Merced, CA",2018-06-17T15:09:00Z,2018-06-17,15
175.0,"Los Angeles, CA",2018-06-09T14:45:00Z,2018-06-09,14
175.0,"Orange, CA",2018-06-02T13:07:00Z,2018-06-02,13
172.0,"Santa Barbara, CA",2018-09-01T14:22:00Z,2018-09-01,14
170.0,"Tehama, CA",2018-06-23T13:15:00Z,2018-06-23,13
167.0,"Monterey, CA",2018-10-13T14:43:00Z,2018-10-13,14
167.0,"Lassen, CA",2018-07-24T16:02:00Z,2018-07-24,16
166.0,"Los Angeles, CA",2018-09-09T12:10:00Z,2018-09-09,12
163.0,"Tuolumne, CA",2018-06-24T13:54:00Z,2018-06-24,13
160.0,"Solano, CA",2018-10-12T11:21:00Z,2018-10-12,11
155.0,"Shasta, CA",2018-08-19T07:32:00Z,2018-08-19,07
155.0,"Orange, CA",2018-06-11T17:04:00Z,2018-06-11,17
154.0,"Riverside, CA",2018-06-12T14:22:00Z,2018-06-12,14
152.0,"Marin, CA",2018-09-10T19:00:00Z,2018-09-10,19
150.0,"Ventura, CA",2018-11-15T01:39:00Z,2018-11-15,01
150.0,"Monterey, CA",2018-10-02T12:32:00Z,2018-10-02,12
150.0,"El Dorado, CA",2018-09-04T15:03:00Z,2018-09-04,15
147.0,"San Bernardino, CA",2018-11-13T08:19:00Z,2018-11-13,08
136.0,"Calaveras, CA",2018-08-05T04:19:00Z,2018-08-05,04
135.0,"Napa, CA",2018-07-28T16:30:00Z,2018-07-28,16
128.0,"Los Angeles, CA",2018-07-23T12:55:00Z,2018-07-23,12
127.0,"Glenn, CA",2018-06-01T15:20:00Z,2018-06-01,15
127.0,"Siskiyou, CA",2018-05-09T18:11:00Z,2018-05-09,18
125.0,"San Bernardino, CA",2018-08-31T17:58:00Z,2018-08-31,17
120.0,"Tulare, CA",2018-10-24T12:18:00Z,2018-10-24,12
117.0,"Plumas, CA",2018-08-07T02:11:00Z,2018-08-07,02
116.0,"San Benito, CA",2018-07-12T12:57:00Z,2018-07-12,12
116.0,"Santa Clara, CA",2018-07-06T10:40:00Z,2018-07-06,10
115.0,"Mariposa, CA",2018-06-18T12:30:00Z,2018-06-18,12
114.0,"Kern, CA",2018-08-16T16:06:00Z,2018-08-16,16
113.0,"Santa Barbara, CA",2018-07-06T20:40:00Z,2018-07-06,20
110.0,"Santa Barbara, CA",2018-07-20T14:23:00Z,2018-07-20,14
108.0,"Fresno, CA",2018-05-26T14:52:00Z,2018-05-26,14
106.0,"Mendocino, CA",2018-08-01T15:53:00Z,2018-08-01,15
103.0,"Lake, CA",2018-08-26T18:04:00Z,2018-08-26,18
103.0,"Tehama, CA",2018-05-18T16:37:00Z,2018-05-18,16
100.0,"San Diego, CA",2018-08-13T14:58:00Z,2018-08-13,14
100.0,"Tulare, CA",2018-07-27T12:14:00Z,2018-07-27,12
100.0,"San Bernardino, CA",2018-07-06T09:36:00Z,2018-07-06,09
100.0,"San Luis Obispo, CA",2018-05-24T10:43:00Z,2018-05-24,10
96.0,"Monterey, CA",2018-06-09T15:31:00Z,2018-06-09,15
95.0,"Kern, CA",2018-06-29T17:53:00Z,2018-06-29,17
90.0,"Mendocino, CA",2018-07-05T15:12:00Z,2018-07-05,15
89.0,"Lassen, CA",2018-07-15T18:54:00Z,2018-07-15,18
88.0,"Lassen, CA",2018-11-08T11:25:00Z,2018-11-08,11
88.0,"Madera, CA",2018-08-27T23:19:00Z,2018-08-27,23
88.0,"Merced, CA",2018-05-20T13:07:00Z,2018-05-20,13
80.0,"San Luis Obispo, CA",2018-09-29T09:30:00Z,2018-09-29,09
80.0,"Lake, CA",2018-07-09T16:46:00Z,2018-07-09,16
80.0,"Calaveras, CA",2018-06-24T15:28:00Z,2018-06-24,15
77.0,"Santa Barbara, CA",2018-07-18T11:55:00Z,2018-07-18,11
76.0,"Shasta, CA",2018-09-28T14:44:00Z,2018-09-28,14
76.0,"Fresno, CA",2018-06-27T12:39:00Z,2018-06-27,12
75.0,"Colusa, CA",2018-07-04T13:14:00Z,2018-07-04,13
75.0,"Glenn, CA",2018-05-28T17:33:00Z,2018-05-28,17
73.0,"Riverside, CA",2018-04-28T14:26:00Z,2018-04-28,14
70.0,"Santa Clara, CA",2018-07-10T15:08:00Z,2018-07-10,15
70.0,"Santa Clara, CA",2018-06-29T20:59:00Z,2018-06-29,20
70.0,"Tehama, CA",2018-06-13T21:06:00Z,2018-06-13,21
70.0,"Riverside, CA",2018-05-04T14:48:00Z,2018-05-04,14
68.0,"Merced, CA",2018-06-24T16:11:00Z,2018-06-24,16
67.0,"El Dorado, CA",2018-08-01T13:57:00Z,2018-08-01,13
67.0,"Mendocino, CA",2018-07-21T16:22:00Z,2018-07-21,16
66.0,"El Dorado, CA",2018-08-01T14:40:00Z,2018-08-01,14
64.0,"San Benito, CA",2018-06-04T23:17:00Z,2018-06-04,23
63.0,"Santa Clara, CA",2018-10-07T12:57:00Z,2018-10-07,12
63.0,"Shasta, CA",2018-07-20T13:26:00Z,2018-07-20,13
63.0,"Riverside, CA",2018-07-04T14:20:00Z,2018-07-04,14
63.0,"Siskiyou, CA",2018-06-27T19:46:00Z,2018-06-27,19
63.0,"Stanislaus, CA",2018-05-29T12:58:00Z,2018-05-29,12
62.0,"Kern, CA",2018-07-08T13:38:00Z,2018-07-08,13
62.0,"Los Angeles, CA",2018-06-23T19:39:00Z,2018-06-23,19
62.0,"San Joaquin, CA",2018-06-11T12:16:00Z,2018-06-11,12
60.0,"Tehama, CA",2018-11-05T10:17:00Z,2018-11-05,10
60.0,"Lake, CA",2018-08-30T15:44:00Z,2018-08-30,15
60.0,"Madera, CA",2018-06-15T11:46:00Z,2018-06-15,11
60.0,"San Luis Obispo, CA",2018-06-14T17:23:00Z,2018-06-14,17
60.0,"San Luis Obispo, CA",2018-06-13T12:38:00Z,2018-06-13,12
60.0,"Santa Barbara, CA",2018-05-17T12:53:00Z,2018-05-17,12
59.0,"San Diego, CA",2018-05-22T14:13:00Z,2018-05-22,14
58.0,"San Luis Obispo, CA",2018-10-19T14:10:00Z,2018-10-19,14
56.0,"Lassen, CA",2018-07-15T11:55:00Z,2018-07-15,11
56.0,"Contra Costa, CA",2018-07-08T16:45:00Z,2018-07-08,16
56.0,"Madera, CA",2018-05-23T14:30:00Z,2018-05-23,14
53.0,"San Bernardino, CA",2018-09-26T10:56:00Z,2018-09-26,10
53.0,"Lassen, CA",2018-09-22T14:41:00Z,2018-09-22,14
53.0,"Mariposa, CA",2018-06-15T13:37:00Z,2018-06-15,13
52.0,"Modoc, CA",2018-07-14T20:46:00Z,2018-07-14,20
51.0,"San Luis Obispo, CA",2018-09-16T08:34:00Z,2018-09-16,08
51.0,"Shasta, CA",2018-07-24T15:24:00Z,2018-07-24,15
51.0,"Santa Clara, CA",2018-07-10T16:45:00Z,2018-07-10,16
50.0,"Lake, CA",2018-07-21T14:40:00Z,2018-07-21,14
50.0,"Tehama, CA",2018-07-15T17:15:00Z,2018-07-15,17
50.0,"Monterey, CA",2018-02-07T15:53:00Z,2018-02-07,15
48.0,"Alameda, CA",2018-08-26T14:23:00Z,2018-08-26,14
45.0,"Contra Costa, CA",2018-07-02T14:25:00Z,2018-07-02,14
45.0,"Marin, CA",1969-12-31T16:00:00Z,1969-12-31,16
43.0,"Butte, CA",2018-07-19T12:00:00Z,2018-07-19,12
40.0,"Riverside, CA",2018-07-23T14:55:00Z,2018-07-23,14
40.0,"Mariposa, CA",2018-07-19T13:07:00Z,2018-07-19,13
40.0,"Contra Costa, CA",2018-06-19T15:19:00Z,2018-06-19,15
40.0,"Butte, CA",2018-06-16T11:47:00Z,2018-06-16,11
39.0,"San Benito, CA",2018-07-25T14:11:00Z,2018-07-25,14
38.0,"Shasta, CA",2018-10-14T11:33:00Z,2018-10-14,11
38.0,"San Diego, CA",2018-06-03T16:16:00Z,2018-06-03,16
37.0,"San Luis Obispo, CA",2018-07-21T15:01:00Z,2018-07-21,15
37.0,"Siskiyou, CA",2018-06-03T16:14:00Z,2018-06-03,16
36.0,"Lake, CA",2018-09-02T14:02:00Z,2018-09-02,14
36.0,"Riverside, CA",2018-08-27T10:49:00Z,2018-08-27,10
35.0,"Mendocino, CA",2018-11-08T11:58:00Z,2018-11-08,11
35.0,"Riverside, CA",2018-08-06T14:19:00Z,2018-08-06,14
35.0,"Shasta, CA",2018-07-29T16:22:00Z,2018-07-29,16
35.0,"San Benito, CA",2018-06-03T15:09:00Z,2018-06-03,15
34.0,"Kern, CA",2018-08-17T18:47:00Z,2018-08-17,18
34.0,"Alameda, CA",2018-07-25T16:05:00Z,2018-07-25,16
34.0,"Tulare, CA",2018-07-19T16:25:00Z,2018-07-19,16
33.0,"Butte, CA",2018-09-24T00:41:00Z,2018-09-24,00
33.0,"Tehama, CA",2018-07-14T20:40:00Z,2018-07-14,20
33.0,"San Bernardino, CA",2018-06-30T12:12:00Z,2018-06-30,12
33.0,"Tulare, CA",2018-02-18T13:45:00Z,2018-02-18,13
32.0,"Fresno, CA",2018-10-02T15:45:00Z,2018-10-02,15
32.0,"Riverside, CA",2018-08-25T11:58:00Z,2018-08-25,11
32.0,"Lassen, CA",2018-07-15T16:45:00Z,2018-07-15,16
32.0,"Lake, CA",2018-06-16T14:04:00Z,2018-06-16,14
31.0,"Shasta, CA",2018-07-08T14:41:00Z,2018-07-08,14
30.0,"Santa Clara, CA",2018-09-23T16:23:00Z,2018-09-23,16
30.0,"Contra Costa, CA",2018-08-17T19:19:00Z,2018-08-17,19
30.0,"Alameda, CA",2018-08-04T17:32:00Z,2018-08-04,17
30.0,"Riverside, CA",2018-07-28T15:38:00Z,2018-07-28,15
30.0,"San Luis Obispo, CA",2018-07-21T15:50:00Z,2018-07-21,15
30.0,"Sacramento, CA",2018-06-29T15:46:00Z,2018-06-29,15
30.0,"Fresno, CA",2018-04-12T14:30:00Z,2018-04-12,14
28.0,"San Diego, CA",2018-07-17T14:05:00Z,2018-07-17,14
27.0,"Siskiyou, CA",2018-05-19T13:04:00Z,2018-05-19,13
26.0,"Tulare, CA",2018-05-18T11:00:00Z,2018-05-18,11
25.0,"Riverside, CA",2018-09-14T19:32:00Z,2018-09-14,19
25.0,"Contra Costa, CA",2018-06-16T15:10:00Z,2018-06-16,15
25.0,"San Luis Obispo, CA",2018-05-29T13:11:00Z,2018-05-29,13
24.0,"Lake, CA",2018-09-03T13:58:00Z,2018-09-03,13
23.0,"Riverside, CA",2018-08-22T13:45:00Z,2018-08-22,13
23.0,"Contra Costa, CA",2018-06-02T12:42:00Z,2018-06-02,12
23.0,"Tehama, CA",2018-06-01T16:07:00Z,2018-06-01,16
22.0,"Mariposa, CA",2018-08-04T13:57:00Z,2018-08-04,13
21.0,"Riverside, CA",2018-04-09T18:18:00Z,2018-04-09,18
20.0,"Contra Costa, CA",2018-11-15T13:31:00Z,2018-11-15,13
20.0,"Alameda, CA",2018-11-14T14:56:00Z,2018-11-14,14
20.0,"Santa Clara, CA",2018-07-25T16:14:00Z,2018-07-25,16
20.0,"Alameda, CA",2018-06-17T15:56:00Z,2018-06-17,15
20.0,"Riverside, CA",2018-06-14T17:02:00Z,2018-06-14,17
20.0,"Butte, CA",2018-06-14T15:18:00Z,2018-06-14,15
20.0,"Los Angeles, CA",2018-06-12T14:56:00Z,2018-06-12,14
20.0,"Plumas, CA",2018-04-26T15:00:00Z,2018-04-26,15
18.0,"San Diego, CA",2018-05-09T22:00:00Z,2018-05-09,22
18.0,"Riverside, CA",2018-04-22T13:35:00Z,2018-04-22,13
17.0,"Santa Cruz, CA",2018-11-03T21:28:00Z,2018-11-03,21
17.0,"Amador, CA",2018-06-17T13:58:00Z,2018-06-17,13
17.0,"Riverside, CA",2018-06-03T14:17:00Z,2018-06-03,14
16.0,"Humboldt, CA",2018-07-15T16:14:00Z,2018-07-15,16
16.0,"Santa Clara, CA",2018-05-27T17:05:00Z,2018-05-27,17
15.0,"Siskiyou, CA",2018-10-10T21:50:00Z,2018-10-10,21
15.0,"Modoc, CA",2018-09-02T14:53:00Z,2018-09-02,14
15.0,"Riverside, CA",2018-05-04T18:53:00Z,2018-05-04,18
15.0,"Riverside, CA",2018-04-15T04:38:00Z,2018-04-15,04
14.0,"San Diego, CA",2018-08-06T10:31:00Z,2018-08-06,10
14.0,"San Luis Obispo, CA",2018-07-17T11:13:00Z,2018-07-17,11
14.0,"Lassen, CA",2018-07-14T15:00:00Z,2018-07-14,15
14.0,"Yolo, CA",2018-06-01T13:31:00Z,2018-06-01,13
13.0,"Shasta, CA",2018-09-04T14:43:00Z,2018-09-04,14
13.0,"San Diego, CA",2018-07-20T13:07:00Z,2018-07-20,13
13.0,"Fresno, CA",2018-06-02T09:55:00Z,2018-06-02,09
12.0,"Shasta, CA",2018-10-14T06:45:00Z,2018-10-14,06
12.0,"El Dorado, CA",2018-09-20T12:39:00Z,2018-09-20,12
12.0,"San Bernardino, CA",2018-07-13T14:32:00Z,2018-07-13,14
12.0,"Madera, CA",2018-07-10T17:31:00Z,2018-07-10,17
12.0,"Marin, CA",2018-06-09T15:30:00Z,2018-06-09,15
12.0,"San Diego, CA",2018-06-05T13:45:00Z,2018-06-05,13
12.0,"Siskiyou, CA",2018-06-04T15:08:00Z,2018-06-04,15
12.0,"San Luis Obispo, CA",2018-06-03T16:11:00Z,2018-06-03,16
12.0,"Napa, CA",2018-05-21T11:56:00Z,2018-05-21,11
12.0,"Alameda, CA",2018-05-14T13:06:00Z,2018-05-14,13
12.0,"San Diego, CA",2018-05-10T20:41:00Z,2018-05-10,20
11.0,"Butte, CA",2018-07-10T12:42:00Z,2018-07-10,12
11.0,"Madera, CA",2018-07-09T17:54:00Z,2018-07-09,17
11.0,"Riverside, CA",2018-06-03T13:38:00Z,2018-06-03,13
11.0,"Shasta, CA",2018-03-27T16:20:00Z,2018-03-27,16
10.0,"Santa Cruz, CA",2018-11-16T11:01:00Z,2018-11-16,11
10.0,"Humboldt, CA",2018-11-12T17:39:00Z,2018-11-12,17
10.0,"Butte, CA",2018-10-15T11:57:00Z,2018-10-15,11
10.0,"Riverside, CA",2018-08-19T15:55:00Z,2018-08-19,15
10.0,"Napa, CA",2018-08-09T14:21:00Z,2018-08-09,14
10.0,"Siskiyou, CA",2018-07-17T19:03:00Z,2018-07-17,19
10.0,"San Diego, CA",2018-07-06T10:11:00Z,2018-07-06,10
10.0,"Butte, CA",2018-06-29T11:44:00Z,2018-06-29,11
10.0,"San Luis Obispo, CA",2018-06-21T16:45:00Z,2018-06-21,16
10.0,"Monterey, CA",2018-06-19T16:06:00Z,2018-06-19,16
10.0,"Sonoma, CA",2018-06-05T13:03:00Z,2018-06-05,13
10.0,"San Diego, CA",2018-06-03T18:23:00Z,2018-06-03,18
10.0,"Tehama, CA",2018-06-03T08:55:00Z,2018-06-03,08
10.0,"Riverside, CA",2018-06-02T15:53:00Z,2018-06-02,15
10.0,"Riverside, CA",2018-05-28T07:23:00Z,2018-05-28,07
0.0,"Butte, CA",2018-11-29T23:30:00Z,2018-11-29,23
0.0,"Humboldt, CA",2018-04-24T16:59:00Z,2018-04-24,16
0.0,"Santa Barbara, CA",2018-01-09T04:00:00Z,2018-01-09,04
0.0,"Ventura, CA",2018-01-09T04:00:00Z,2018-01-09,04
1806.0,"Ventura, CA",2019-10-30T07:45:14Z,2019-10-30,07
1300.0,"Mariposa, CA",2019-08-16T14:11:02Z,2019-08-16,14
1011.0,"Riverside, CA",2019-10-10T15:38:44Z,2019-10-10,15
605.0,"Tehama, CA",2019-10-27T02:47:20Z,2019-10-27,02
494.0,"Riverside, CA",2019-10-30T11:19:00Z,2019-10-30,11
355.0,"Placer, CA",2019-11-25T12:39:44Z,2019-11-25,12
289.0,"Monterey, CA",2019-10-09T06:52:14Z,2019-10-09,06
289.0,"San Luis Obispo, CA",2019-10-09T06:52:14Z,2019-10-09,06
149.0,"Mariposa, CA",2019-07-21T12:01:40Z,2019-07-21,12
137.0,"Fresno, CA",2019-10-18T12:17:32Z,2019-10-18,12
107.0,"Lassen, CA",2019-08-07T18:48:57Z,2019-08-07,18
75.0,"Riverside, CA",2019-10-10T18:36:46Z,2019-10-10,18
40.0,"Contra Costa, CA",2019-10-10T06:42:19Z,2019-10-10,06
37.0,"San Diego, CA",2019-10-25T15:05:52Z,2019-10-25,15
35.0,"Alameda, CA",2019-10-24T23:16:18Z,2019-10-24,23
35.0,"Stanislaus, CA",2019-07-18T09:07:57Z,2019-07-18,09
30.0,"Shasta, CA",2019-07-12T19:08:54Z,2019-07-12,19
27.0,"Calaveras, CA",2019-07-18T18:31:00Z,2019-07-18,18
26.0,"San Bernardino, CA",2019-08-03T17:22:51Z,2019-08-03,17
25.0,"San Diego, CA",2019-07-17T17:42:04Z,2019-07-17,17
22.0,"El Dorado, CA",2019-09-29T21:44:45Z,2019-09-29,21
22.0,"Alameda, CA",2019-07-12T18:40:09Z,2019-07-12,18
15.0,"Contra Costa, CA",2019-10-15T16:17:18Z,2019-10-15,16
12.0,"Riverside, CA",2019-08-27T11:33:56Z,2019-08-27,11
10.0,"Mendocino, CA",2019-10-04T18:38:09Z,2019-10-04,18
10.0,"Santa Cruz, CA",2019-09-03T15:36:45Z,2019-09-03,15
77758.0,"Sonoma, CA",2019-10-23T21:27:00Z,2019-10-23,21
54612.0,"Plumas, CA",2019-09-04T15:17:31Z,2019-09-04,15
14217.0,"Modoc, CA",2019-07-28T15:58:00Z,2019-07-28,15
10296.0,"Inyo, CA",2019-09-06T12:43:35Z,2019-09-06,12
9999.0,"Ventura, CA",2019-10-31T20:58:28Z,2019-10-31,20
8838.0,"Tehama, CA",2019-09-05T13:19:56Z,2019-09-05,13
8799.0,"Los Angeles, CA",2019-10-10T21:02:00Z,2019-10-10,21
5737.0,"Modoc, CA",2019-09-06T11:34:27Z,2019-09-06,11
5563.0,"Mariposa, CA",2019-10-06T16:15:12Z,2019-10-06,16
5332.0,"Tehama, CA",2019-09-05T19:59:46Z,2019-09-05,19
4840.0,"Mono, CA",2019-09-06T11:24:11Z,2019-09-06,11
4615.0,"Los Angeles, CA",2019-10-24T14:51:46Z,2019-10-24,14
3435.0,"El Dorado, CA",2019-10-11T12:47:59Z,2019-10-11,12
3380.0,"Lassen, CA",2019-08-28T19:48:14Z,2019-08-28,19
3126.0,"Santa Barbara, CA",2019-11-25T19:59:12Z,2019-11-25,19
2546.0,"Monterey, CA",2019-06-26T09:18:22Z,2019-06-26,09
2534.0,"Tehama, CA",2019-11-03T14:16:17Z,2019-11-03,14
2512.0,"Yolo, CA",2019-06-08T14:50:00Z,2019-06-08,14
2500.0,"Kern, CA",2019-05-07T15:47:00Z,2019-05-07,15
2438.0,"Lassen, CA",2019-08-24T17:25:04Z,2019-08-24,17
2422.0,"Stanislaus, CA",2019-06-26T08:54:24Z,2019-06-26,08
1975.0,"Inyo, CA",2019-09-06T12:23:00Z,2019-09-06,12
1926.0,"Riverside, CA",2019-09-04T16:43:36Z,2019-09-04,16
1872.0,"Siskiyou, CA",2019-09-07T08:36:32Z,2019-09-07,08
1764.0,"San Luis Obispo, CA",2019-06-12T12:48:00Z,2019-06-12,12
1127.0,"San Luis Obispo, CA",2019-06-05T10:49:00Z,2019-06-05,10
1020.0,"Lassen, CA",2019-08-08T18:42:41Z,2019-08-08,18
974.0,"San Luis Obispo, CA",2019-07-08T16:44:08Z,2019-07-08,16
835.0,"San Luis Obispo, CA",2019-05-29T17:10:00Z,2019-05-29,17
757.0,"Contra Costa, CA",2019-08-03T03:16:00Z,2019-08-03,03
756.0,"Tulare, CA",2019-08-31T15:31:59Z,2019-08-31,15
745.0,"Los Angeles, CA",2019-10-28T06:46:55Z,2019-10-28,06
703.0,"Mendocino, CA",2019-10-27T14:54:40Z,2019-10-27,14
604.0,"Placer, CA",2019-09-20T15:02:08Z,2019-09-20,15
600.0,"Shasta, CA",2019-08-22T11:02:09Z,2019-08-22,11
600.0,"Stanislaus, CA",2019-06-07T16:55:00Z,2019-06-07,16
526.0,"Napa, CA",2019-10-06T16:36:50Z,2019-10-06,16
525.0,"Riverside, CA",2019-06-21T13:02:00Z,2019-06-21,13
520.0,"Riverside, CA",2019-09-14T17:53:00Z,2019-09-14,17
496.0,"Butte, CA",2019-09-07T15:06:00Z,2019-09-07,15
448.0,"San Diego, CA",2019-08-01T14:53:15Z,2019-08-01,14
448.0,"Kern, CA",2019-07-31T17:13:53Z,2019-07-31,17
423.0,"Mariposa, CA",2019-08-15T15:15:56Z,2019-08-15,15
420.0,"Santa Barbara, CA",2019-10-17T16:31:00Z,2019-10-17,16
381.0,"Tulare, CA",2019-09-06T12:39:18Z,2019-09-06,12
350.0,"Riverside, CA",2019-10-10T14:18:17Z,2019-10-10,14
328.0,"Riverside, CA",2019-10-31T06:22:34Z,2019-10-31,06
316.0,"Monterey, CA",2019-07-29T15:43:48Z,2019-07-29,15
300.0,"Butte, CA",2019-09-28T17:48:10Z,2019-09-28,17
283.0,"San Joaquin, CA",2019-07-03T15:34:12Z,2019-07-03,15
280.0,"Trinity, CA",2019-09-07T08:49:58Z,2019-09-07,08
280.0,"Monterey, CA",2019-07-30T13:28:17Z,2019-07-30,13
279.0,"Ventura, CA",2019-09-01T17:37:43Z,2019-09-01,17
263.0,"Lassen, CA",2019-07-05T16:37:04Z,2019-07-05,16
260.0,"Lassen, CA",2019-09-06T13:20:00Z,2019-09-06,13
257.0,"Tulare, CA",2019-06-02T16:12:00Z,2019-06-02,16
250.0,"Riverside, CA",2019-09-07T20:31:46Z,2019-09-07,20
244.0,"Trinity, CA",2019-09-05T09:25:00Z,2019-09-05,09
244.0,"Mariposa, CA",2019-07-08T15:30:14Z,2019-07-08,15
240.0,"Alameda, CA",2019-08-09T15:09:50Z,2019-08-09,15
227.0,"Siskiyou, CA",2019-09-07T08:47:46Z,2019-09-07,08
225.0,"Mendocino, CA",2019-08-12T17:10:00Z,2019-08-12,17
220.0,"San Luis Obispo, CA",2019-09-21T14:26:00Z,2019-09-21,14
214.0,"Riverside, CA",2019-06-29T12:54:13Z,2019-06-29,12
213.0,"Madera, CA",2019-07-15T18:19:31Z,2019-07-15,18
210.0,"Merced, CA",2019-06-29T15:09:52Z,2019-06-29,15
210.0,"Santa Clara, CA",2019-06-09T14:29:00Z,2019-06-09,14
208.0,"Kern, CA",2019-07-21T15:30:17Z,2019-07-21,15
207.0,"Siskiyou, CA",2019-06-17T17:50:00Z,2019-06-17,17
202.0,"Stanislaus, CA",2019-07-15T10:49:00Z,2019-07-15,10
200.0,"San Bernardino, CA",2019-10-31T06:53:47Z,2019-10-31,06
200.0,"Contra Costa, CA",2019-10-27T08:50:23Z,2019-10-27,08
200.0,"Ventura, CA",2019-10-11T15:57:10Z,2019-10-11,15
200.0,"San Diego, CA",2019-09-24T15:00:00Z,2019-09-24,15
200.0,"Santa Barbara, CA",2019-09-09T17:42:43Z,2019-09-09,17
193.0,"Lassen, CA",2019-07-14T14:02:31Z,2019-07-14,14
190.0,"Stanislaus, CA",2019-09-11T11:25:43Z,2019-09-11,11
190.0,"Monterey, CA",2019-07-09T21:43:36Z,2019-07-09,21
183.0,"Solano, CA",2019-07-24T12:28:45Z,2019-07-24,12
172.0,"Kern, CA",2019-05-03T15:04:00Z,2019-05-03,15
167.0,"Riverside, CA",2019-09-15T20:13:05Z,2019-09-15,20
167.0,"San Benito, CA",2019-09-02T15:40:37Z,2019-09-02,15
161.0,"Kings, CA",2019-04-28T22:20:00Z,2019-04-28,22
156.0,"Shasta, CA",2019-08-15T15:09:55Z,2019-08-15,15
156.0,"Los Angeles, CA",2019-08-03T17:01:15Z,2019-08-03,17
156.0,"San Bernardino, CA",2019-07-28T13:20:11Z,2019-07-28,13
155.0,"Tulare, CA",2019-06-01T15:49:00Z,2019-06-01,15
150.0,"Contra Costa, CA",2019-10-27T11:29:03Z,2019-10-27,11
150.0,"San Diego, CA",2019-07-28T19:51:55Z,2019-07-28,19
148.0,"Placer, CA",2019-06-26T22:43:07Z,2019-06-26,22
145.0,"San Bernardino, CA",2019-10-24T04:53:17Z,2019-10-24,04
144.0,"Santa Clara, CA",2019-05-30T16:19:00Z,2019-05-30,16
140.0,"Solano, CA",2019-10-27T11:52:15Z,2019-10-27,11
139.0,"Alameda, CA",2019-08-21T17:56:05Z,2019-08-21,17
131.0,"Lassen, CA",2019-08-24T16:33:58Z,2019-08-24,16
131.0,"Ventura, CA",2019-07-14T11:45:00Z,2019-07-14,11
130.0,"Lassen, CA",2019-08-07T17:21:13Z,2019-08-07,17
130.0,"Mendocino, CA",2019-07-27T23:36:00Z,2019-07-27,23
130.0,"Riverside, CA",2019-05-18T22:53:00Z,2019-05-18,22
128.0,"Santa Clara, CA",2019-09-21T11:49:00Z,2019-09-21,11
128.0,"Modoc, CA",2019-07-17T16:13:41Z,2019-07-17,16
121.0,"Fresno, CA",2019-05-29T17:18:00Z,2019-05-29,17
120.0,"San Diego, CA",2019-06-20T14:56:00Z,2019-06-20,14
120.0,"San Luis Obispo, CA",2019-06-10T11:55:00Z,2019-06-10,11
115.0,"Kern, CA",2019-04-30T18:37:00Z,2019-04-30,18
