AcresBurned,Counties,Started,Started_Date,Started_Hour,temperature,relative_humidity,wind_speed,wind_direction,total_precipitation,volumetric_soil_water_layer_1
268.0,"Tehama, CA",2018-06-23T12:52:00Z,2018-06-23,12,24.53,0.26,5.09,337.62,0.0,0.11
265.0,"San Diego, CA",2018-06-06T09:46:00Z,2018-06-06,9,15.76,0.89,1.17,288.29,0.0,0.05
261.0,"Tehama, CA",2018-09-28T13:08:00Z,2018-09-28,13,16.11,0.28,0.25,323.46,0.0,0.08
260.0,"San Luis Obispo, CA",2018-06-26T11:16:00Z,2018-06-26,11,15.06,0.88,1.0,231.92,0.0,0.14
258.0,"Santa Barbara, CA",2018-03-27T14:45:00Z,2018-03-27,14,8.53,0.62,3.08,4.23,0.0,0.18
250.0,"San Diego, CA",2018-08-09T13:09:00Z,2018-08-09,13,24.1,0.77,1.71,350.36,0.0,0.04
247.0,"Contra Costa, CA",2018-07-25T14:41:00Z,2018-07-25,14,15.1,0.8,3.11,236.6,0.0,0.14
224.0,"Siskiyou, CA",2018-07-15T09:58:00Z,2018-07-15,9,23.06,0.41,0.19,114.28,0.0,0.16
215.0,"Siskiyou, CA",2018-07-01T18:13:00Z,2018-07-01,18,23.18,0.34,2.13,351.01,0.0,0.15
215.0,"San Benito, CA",2018-06-12T15:06:00Z,2018-06-12,15,20.59,0.58,0.97,259.38,0.03,0.22
207.0,"San Diego, CA",2018-07-28T15:14:00Z,2018-07-28,15,21.43,0.77,2.58,176.73,0.0,0.06
205.0,"Riverside, CA",2018-07-26T10:12:00Z,2018-07-26,10,22.52,0.53,0.9,101.8,0.0,0.11
200.0,"Kern, CA",2018-09-12T11:25:00Z,2018-09-12,11,18.05,0.84,0.69,178.38,0.0,0.08
200.0,"Merced, CA",2018-06-07T18:04:00Z,2018-06-07,18,23.54,0.38,3.1,281.98,0.0,0.13
191.0,"Butte, CA",2018-07-04T13:30:00Z,2018-07-04,13,18.14,0.56,2.08,121.31,0.0,0.16
186.0,"Ventura, CA",2018-11-12T10:06:00Z,2018-11-12,10,17.08,0.89,0.46,128.76,0.17,0.45
185.0,"Merced, CA",2018-06-17T15:09:00Z,2018-06-17,15,17.55,0.49,2.61,280.25,0.0,0.13
175.0,"Los Angeles, CA",2018-06-09T14:45:00Z,2018-06-09,14,18.09,0.71,0.84,140.48,0.0,0.07
175.0,"Orange, CA",2018-06-02T13:07:00Z,2018-06-02,13,15.5,0.89,1.2,153.72,0.0,0.09
172.0,"Santa Barbara, CA",2018-09-01T14:22:00Z,2018-09-01,14,18.74,0.51,1.8,3.04,0.0,0.06
170.0,"Tehama, CA",2018-06-23T13:15:00Z,2018-06-23,13,24.32,0.26,5.01,336.59,0.0,0.11
167.0,"Monterey, CA",2018-10-13T14:43:00Z,2018-10-13,14,15.72,0.71,0.28,206.64,0.0,0.07
167.0,"Lassen, CA",2018-07-24T16:02:00Z,2018-07-24,16,24.42,0.37,0.87,334.87,0.0,0.16
166.0,"Los Angeles, CA",2018-09-09T12:10:00Z,2018-09-09,12,18.38,0.7,0.79,110.23,0.0,0.06
163.0,"Tuolumne, CA",2018-06-24T13:54:00Z,2018-06-24,13,17.75,0.38,3.38,64.04,0.0,0.16
160.0,"Solano, CA",2018-10-12T11:21:00Z,2018-10-12,11,13.36,0.71,1.37,21.52,0.0,0.04
155.0,"Shasta, CA",2018-08-19T07:32:00Z,2018-08-19,7,25.98,0.28,0.88,16.03,0.0,0.27
155.0,"Orange, CA",2018-06-11T17:04:00Z,2018-06-11,17,22.59,0.52,2.27,209.49,0.0,0.09
154.0,"Riverside, CA",2018-06-12T14:22:00Z,2018-06-12,14,17.79,0.67,3.7,42.31,0.01,0.18
152.0,"Marin, CA",2018-09-10T19:00:00Z,2018-09-10,19,24.98,0.64,5.82,1.19,0.0,0.02
150.0,"Ventura, CA",2018-11-15T01:39:00Z,2018-11-15,1,19.04,0.91,0.83,241.96,0.31,0.45
150.0,"Monterey, CA",2018-10-02T12:32:00Z,2018-10-02,12,15.85,0.81,1.52,163.62,0.0,0.06
150.0,"El Dorado, CA",2018-09-04T15:03:00Z,2018-09-04,15,27.33,0.59,3.13,169.56,0.0,0.05
147.0,"San Bernardino, CA",2018-11-13T08:19:00Z,2018-11-13,8,8.58,0.15,2.75,46.77,0.0,0.04
136.0,"Calaveras, CA",2018-08-05T04:19:00Z,2018-08-05,4,27.88,0.82,4.71,96.28,0.03,0.16
135.0,"Napa, CA",2018-07-28T16:30:00Z,2018-07-28,16,17.32,0.62,1.99,212.09,0.0,0.15
128.0,"Los Angeles, CA",2018-07-23T12:55:00Z,2018-07-23,12,22.24,0.72,0.73,117.22,0.0,0.05
127.0,"Glenn, CA",2018-06-01T15:20:00Z,2018-06-01,15,21.65,0.17,2.29,187.96,0.0,0.0
127.0,"Siskiyou, CA",2018-05-09T18:11:00Z,2018-05-09,18,16.01,0.52,1.22,277.24,0.01,0.23
125.0,"San Bernardino, CA",2018-08-31T17:58:00Z,2018-08-31,17,25.72,0.26,1.65,218.5,0.0,0.06
120.0,"Tulare, CA",2018-10-24T12:18:00Z,2018-10-24,12,12.08,0.67,2.11,298.45,0.0,0.12
117.0,"Plumas, CA",2018-08-07T02:11:00Z,2018-08-07,2,18.15,0.81,2.2,192.21,0.0,0.25
116.0,"San Benito, CA",2018-07-12T12:57:00Z,2018-07-12,12,14.3,0.75,0.97,72.39,0.05,0.18
116.0,"Santa Clara, CA",2018-07-06T10:40:00Z,2018-07-06,10,26.6,0.42,0.35,38.88,0.0,0.15
115.0,"Mariposa, CA",2018-06-18T12:30:00Z,2018-06-18,12,14.34,0.86,0.41,235.89,0.0,0.07
114.0,"Kern, CA",2018-08-16T16:06:00Z,2018-08-16,16,23.65,0.65,0.83,179.13,0.0,0.08
113.0,"Santa Barbara, CA",2018-07-06T20:40:00Z,2018-07-06,20,32.71,0.25,4.18,288.69,0.0,0.06
110.0,"Santa Barbara, CA",2018-07-20T14:23:00Z,2018-07-20,14,18.85,0.87,1.07,209.35,0.0,0.07
108.0,"Fresno, CA",2018-05-26T14:52:00Z,2018-05-26,14,14.66,0.72,3.95,307.95,0.0,0.17
106.0,"Mendocino, CA",2018-08-01T15:53:00Z,2018-08-01,15,14.25,0.9,4.21,329.7,0.0,0.12
103.0,"Lake, CA",2018-08-26T18:04:00Z,2018-08-26,18,26.7,0.61,3.22,229.93,0.0,0.3
103.0,"Tehama, CA",2018-05-18T16:37:00Z,2018-05-18,16,22.3,0.44,1.18,332.04,0.0,0.12
100.0,"San Diego, CA",2018-08-13T14:58:00Z,2018-08-13,14,21.85,0.84,0.98,270.56,0.0,0.05
100.0,"Tulare, CA",2018-07-27T12:14:00Z,2018-07-27,12,25.69,0.4,1.19,254.17,0.0,0.12
100.0,"San Bernardino, CA",2018-07-06T09:36:00Z,2018-07-06,9,22.98,0.2,1.59,39.69,0.0,0.06
100.0,"San Luis Obispo, CA",2018-05-24T10:43:00Z,2018-05-24,10,12.07,0.89,1.53,200.52,0.0,0.13
96.0,"Monterey, CA",2018-06-09T15:31:00Z,2018-06-09,15,12.68,0.93,2.28,324.29,0.08,0.05
95.0,"Kern, CA",2018-06-29T17:53:00Z,2018-06-29,17,19.12,0.65,2.13,158.3,0.0,0.08
90.0,"Mendocino, CA",2018-07-05T15:12:00Z,2018-07-05,15,14.43,0.83,0.56,213.69,0.0,0.1
89.0,"Lassen, CA",2018-07-15T18:54:00Z,2018-07-15,18,27.86,0.28,0.67,333.77,0.0,0.09
88.0,"Lassen, CA",2018-11-08T11:25:00Z,2018-11-08,11,-1.58,0.53,2.97,82.88,0.0,0.07
88.0,"Madera, CA",2018-08-27T23:19:00Z,2018-08-27,23,33.2,0.24,2.04,299.86,0.0,0.12
88.0,"Merced, CA",2018-05-20T13:07:00Z,2018-05-20,13,14.42,0.66,3.03,287.55,0.0,0.14
80.0,"San Luis Obispo, CA",2018-09-29T09:30:00Z,2018-09-29,9,14.45,0.94,1.09,256.8,0.0,0.13
80.0,"Lake, CA",2018-07-09T16:46:00Z,2018-07-09,16,28.2,0.42,1.66,245.59,0.0,0.21
80.0,"Calaveras, CA",2018-06-24T15:28:00Z,2018-06-24,15,28.98,0.75,2.91,153.0,0.05,0.17
77.0,"Santa Barbara, CA",2018-07-18T11:55:00Z,2018-07-18,11,18.37,0.84,2.16,267.47,0.0,0.08
76.0,"Shasta, CA",2018-09-28T14:44:00Z,2018-09-28,14,13.15,0.44,1.69,355.63,0.0,0.24
76.0,"Fresno, CA",2018-06-27T12:39:00Z,2018-06-27,12,22.32,0.32,2.39,291.71,0.0,0.13
75.0,"Colusa, CA",2018-07-04T13:14:00Z,2018-07-04,13,17.33,0.58,3.2,138.73,0.0,0.11
75.0,"Glenn, CA",2018-05-28T17:33:00Z,2018-05-28,17,22.82,0.21,1.8,247.78,0.0,0.0
73.0,"Riverside, CA",2018-04-28T14:26:00Z,2018-04-28,14,9.76,0.67,3.14,40.8,0.13,0.28
70.0,"Santa Clara, CA",2018-07-10T15:08:00Z,2018-07-10,15,33.86,0.31,2.96,241.78,0.0,0.13
70.0,"Santa Clara, CA",2018-06-29T20:59:00Z,2018-06-29,20,27.08,0.38,2.55,249.97,0.0,0.16
70.0,"Tehama, CA",2018-06-13T21:06:00Z,2018-06-13,21,35.9,0.15,0.89,141.72,0.0,0.11
70.0,"Riverside, CA",2018-05-04T14:48:00Z,2018-05-04,14,13.84,0.76,2.19,255.18,0.0,0.27
68.0,"Merced, CA",2018-06-24T16:11:00Z,2018-06-24,16,28.53,0.29,2.24,278.82,0.0,0.13
67.0,"El Dorado, CA",2018-08-01T13:57:00Z,2018-08-01,13,32.05,0.52,4.04,173.57,0.0,0.04
67.0,"Mendocino, CA",2018-07-21T16:22:00Z,2018-07-21,16,17.42,0.71,1.92,224.4,0.0,0.12
66.0,"El Dorado, CA",2018-08-01T14:40:00Z,2018-08-01,14,31.93,0.55,4.73,174.28,0.0,0.04
64.0,"San Benito, CA",2018-06-04T23:17:00Z,2018-06-04,23,17.84,0.86,0.8,252.75,0.54,0.28
63.0,"Santa Clara, CA",2018-10-07T12:57:00Z,2018-10-07,12,21.32,0.33,1.91,346.58,0.0,0.12
63.0,"Shasta, CA",2018-07-20T13:26:00Z,2018-07-20,13,21.48,0.46,1.96,0.1,0.0,0.25
63.0,"Riverside, CA",2018-07-04T14:20:00Z,2018-07-04,14,21.47,0.62,2.07,138.71,0.1,0.1
63.0,"Siskiyou, CA",2018-06-27T19:46:00Z,2018-06-27,19,25.24,0.32,1.63,284.18,0.0,0.16
63.0,"Stanislaus, CA",2018-05-29T12:58:00Z,2018-05-29,12,19.84,0.61,0.14,198.51,0.0,0.19
62.0,"Kern, CA",2018-07-08T13:38:00Z,2018-07-08,13,25.76,0.49,1.13,51.33,0.0,0.07
62.0,"Los Angeles, CA",2018-06-23T19:39:00Z,2018-06-23,19,22.88,0.56,3.83,178.33,0.0,0.07
62.0,"San Joaquin, CA",2018-06-11T12:16:00Z,2018-06-11,12,25.85,0.81,0.88,136.48,0.04,0.33
60.0,"Tehama, CA",2018-11-05T10:17:00Z,2018-11-05,10,13.29,0.56,3.59,346.05,0.0,0.11
60.0,"Lake, CA",2018-08-30T15:44:00Z,2018-08-30,15,28.05,0.64,3.75,341.12,0.04,0.25
60.0,"Madera, CA",2018-06-15T11:46:00Z,2018-06-15,11,21.0,0.34,3.17,297.31,0.0,0.12
60.0,"San Luis Obispo, CA",2018-06-14T17:23:00Z,2018-06-14,17,17.1,0.62,2.09,246.02,0.0,0.13
60.0,"San Luis Obispo, CA",2018-06-13T12:38:00Z,2018-06-13,12,14.97,0.81,1.03,132.6,0.0,0.14
60.0,"Santa Barbara, CA",2018-05-17T12:53:00Z,2018-05-17,12,11.57,0.76,2.78,318.01,0.0,0.07
59.0,"San Diego, CA",2018-05-22T14:13:00Z,2018-05-22,14,14.93,0.71,2.26,203.59,0.03,0.05
58.0,"San Luis Obispo, CA",2018-10-19T14:10:00Z,2018-10-19,14,12.57,0.43,2.49,43.77,0.0,0.13
56.0,"Lassen, CA",2018-07-15T11:55:00Z,2018-07-15,11,17.99,0.52,1.66,277.21,0.0,0.09
56.0,"Contra Costa, CA",2018-07-08T16:45:00Z,2018-07-08,16,20.19,0.43,3.9,236.69,0.0,0.12
56.0,"Madera, CA",2018-05-23T14:30:00Z,2018-05-23,14,17.22,0.67,2.79,312.51,0.0,0.13
53.0,"San Bernardino, CA",2018-09-26T10:56:00Z,2018-09-26,10,17.54,0.58,1.34,78.54,0.0,0.05
53.0,"Lassen, CA",2018-09-22T14:41:00Z,2018-09-22,14,9.28,0.5,0.72,214.36,0.0,0.08
53.0,"Mariposa, CA",2018-06-15T13:37:00Z,2018-06-15,13,17.4,0.67,0.57,140.88,0.0,0.07
52.0,"Modoc, CA",2018-07-14T20:46:00Z,2018-07-14,20,29.93,0.24,1.15,326.21,0.01,0.06
51.0,"San Luis Obispo, CA",2018-09-16T08:34:00Z,2018-09-16,8,16.37,0.7,1.91,343.77,0.0,0.12
51.0,"Shasta, CA",2018-07-24T15:24:00Z,2018-07-24,15,26.94,0.46,0.82,1.09,0.0,0.26
51.0,"Santa Clara, CA",2018-07-10T16:45:00Z,2018-07-10,16,34.25,0.31,3.21,245.57,0.0,0.13
50.0,"Lake, CA",2018-07-21T14:40:00Z,2018-07-21,14,21.29,0.6,3.36,109.51,0.0,0.21
50.0,"Tehama, CA",2018-07-15T17:15:00Z,2018-07-15,17,29.92,0.37,0.5,249.97,0.0,0.11
50.0,"Monterey, CA",2018-02-07T15:53:00Z,2018-02-07,15,13.04,0.59,3.0,123.42,0.0,0.07
48.0,"Alameda, CA",2018-08-26T14:23:00Z,2018-08-26,14,12.94,0.91,2.67,220.39,0.0,0.09
45.0,"Contra Costa, CA",2018-07-02T14:25:00Z,2018-07-02,14,14.24,0.88,3.21,250.39,0.0,0.14
43.0,"Butte, CA",2018-07-19T12:00:00Z,2018-07-19,12,23.09,0.48,1.69,50.96,0.0,0.18
40.0,"Riverside, CA",2018-07-23T14:55:00Z,2018-07-23,14,21.99,0.74,4.14,265.16,0.02,0.13
40.0,"Mariposa, CA",2018-07-19T13:07:00Z,2018-07-19,13,21.27,0.78,0.55,147.73,0.0,0.06
40.0,"Contra Costa, CA",2018-06-19T15:19:00Z,2018-06-19,15,14.44,0.69,3.73,239.81,0.0,0.13
40.0,"Butte, CA",2018-06-16T11:47:00Z,2018-06-16,11,16.5,0.56,1.46,9.41,0.0,0.16
39.0,"San Benito, CA",2018-07-25T14:11:00Z,2018-07-25,14,19.78,0.47,0.15,110.87,0.0,0.21
38.0,"Shasta, CA",2018-10-14T11:33:00Z,2018-10-14,11,12.38,0.29,4.65,7.66,0.0,0.33
38.0,"San Diego, CA",2018-06-03T16:16:00Z,2018-06-03,16,18.3,0.75,2.61,295.69,0.0,0.05
37.0,"San Luis Obispo, CA",2018-07-21T15:01:00Z,2018-07-21,15,18.47,0.74,0.82,231.19,0.0,0.13
37.0,"Siskiyou, CA",2018-06-03T16:14:00Z,2018-06-03,16,20.63,0.39,0.34,173.84,0.0,0.23
36.0,"Lake, CA",2018-09-02T14:02:00Z,2018-09-02,14,21.38,0.83,1.97,187.54,0.0,0.3
36.0,"Riverside, CA",2018-08-27T10:49:00Z,2018-08-27,10,16.05,0.77,6.6,276.11,0.01,0.26
35.0,"Mendocino, CA",2018-11-08T11:58:00Z,2018-11-08,11,10.84,0.75,4.74,1.22,0.0,0.09
35.0,"Riverside, CA",2018-08-06T14:19:00Z,2018-08-06,14,21.1,0.7,3.38,264.01,0.0,0.16
35.0,"Shasta, CA",2018-07-29T16:22:00Z,2018-07-29,16,28.77,0.26,0.77,18.45,0.0,0.27
35.0,"San Benito, CA",2018-06-03T15:09:00Z,2018-06-03,15,21.17,0.57,1.02,260.78,0.01,0.24
34.0,"Kern, CA",2018-08-17T18:47:00Z,2018-08-17,18,26.9,0.6,1.9,194.57,0.0,0.07
34.0,"Alameda, CA",2018-07-25T16:05:00Z,2018-07-25,16,16.78,0.68,3.06,254.27,0.0,0.09
34.0,"Tulare, CA",2018-07-19T16:25:00Z,2018-07-19,16,31.66,0.28,0.8,235.2,0.0,0.12
33.0,"Butte, CA",2018-09-24T00:41:00Z,2018-09-24,0,29.81,0.17,2.12,207.59,0.0,0.14
33.0,"Tehama, CA",2018-07-14T20:40:00Z,2018-07-14,20,35.99,0.27,1.11,175.96,0.0,0.11
33.0,"San Bernardino, CA",2018-06-30T12:12:00Z,2018-06-30,12,15.26,0.82,0.51,189.83,0.01,0.07
33.0,"Tulare, CA",2018-02-18T13:45:00Z,2018-02-18,13,6.05,0.65,0.16,228.16,0.0,0.16
32.0,"Fresno, CA",2018-10-02T15:45:00Z,2018-10-02,15,21.31,0.45,1.89,291.38,0.01,0.12
32.0,"Riverside, CA",2018-08-25T11:58:00Z,2018-08-25,11,15.59,0.62,4.17,290.47,0.13,0.2
32.0,"Lassen, CA",2018-07-15T16:45:00Z,2018-07-15,16,23.61,0.33,1.77,346.46,0.04,0.09
32.0,"Lake, CA",2018-06-16T14:04:00Z,2018-06-16,14,21.87,0.54,2.8,333.33,0.0,0.19
31.0,"Shasta, CA",2018-07-08T14:41:00Z,2018-07-08,14,17.09,0.48,1.44,342.33,0.0,0.24
30.0,"Santa Clara, CA",2018-09-23T16:23:00Z,2018-09-23,16,35.46,0.2,2.98,340.94,0.0,0.12
30.0,"Contra Costa, CA",2018-08-17T19:19:00Z,2018-08-17,19,23.69,0.46,2.21,257.04,0.0,0.13
30.0,"Alameda, CA",2018-08-04T17:32:00Z,2018-08-04,17,21.07,0.44,2.9,253.21,0.0,0.1
30.0,"Riverside, CA",2018-07-28T15:38:00Z,2018-07-28,15,16.72,0.75,8.97,227.38,0.53,0.2
30.0,"San Luis Obispo, CA",2018-07-21T15:50:00Z,2018-07-21,15,18.47,0.74,0.82,231.19,0.0,0.13
30.0,"Sacramento, CA",2018-06-29T15:46:00Z,2018-06-29,15,21.24,0.44,1.37,247.43,0.0,0.1
30.0,"Fresno, CA",2018-04-12T14:30:00Z,2018-04-12,14,8.87,0.74,3.94,316.36,0.0,0.23
28.0,"San Diego, CA",2018-07-17T14:05:00Z,2018-07-17,14,20.24,0.86,1.41,293.79,0.01,0.05
27.0,"Siskiyou, CA",2018-05-19T13:04:00Z,2018-05-19,13,10.39,0.73,0.69,90.28,0.0,0.27
26.0,"Tulare, CA",2018-05-18T11:00:00Z,2018-05-18,11,16.41,0.6,2.03,310.93,0.0,0.13
25.0,"Riverside, CA",2018-09-14T19:32:00Z,2018-09-14,19,14.84,0.83,5.91,266.39,0.05,0.18
25.0,"Contra Costa, CA",2018-06-16T15:10:00Z,2018-06-16,15,14.89,0.63,2.63,224.23,0.0,0.13
25.0,"San Luis Obispo, CA",2018-05-29T13:11:00Z,2018-05-29,13,14.01,0.85,1.71,170.84,0.0,0.13
24.0,"Lake, CA",2018-09-03T13:58:00Z,2018-09-03,13,24.0,0.92,1.8,264.67,0.0,0.29
23.0,"Riverside, CA",2018-08-22T13:45:00Z,2018-08-22,13,19.27,0.85,5.24,252.0,0.04,0.21
23.0,"Contra Costa, CA",2018-06-02T12:42:00Z,2018-06-02,12,12.95,0.89,2.0,209.67,0.0,0.11
23.0,"Tehama, CA",2018-06-01T16:07:00Z,2018-06-01,16,20.25,0.34,3.49,341.97,0.0,0.13
22.0,"Mariposa, CA",2018-08-04T13:57:00Z,2018-08-04,13,20.76,0.67,1.08,105.16,0.0,0.06
21.0,"Riverside, CA",2018-04-09T18:18:00Z,2018-04-09,18,8.01,0.99,3.33,63.34,0.78,0.3
20.0,"Contra Costa, CA",2018-11-15T13:31:00Z,2018-11-15,13,6.28,0.75,2.24,52.84,0.0,0.11
20.0,"Alameda, CA",2018-11-14T14:56:00Z,2018-11-14,14,5.46,0.63,1.65,79.73,0.0,0.06
20.0,"Santa Clara, CA",2018-07-25T16:14:00Z,2018-07-25,16,32.26,0.23,2.58,251.62,0.0,0.13
20.0,"Alameda, CA",2018-06-17T15:56:00Z,2018-06-17,15,15.41,0.69,3.43,184.85,0.0,0.08
20.0,"Riverside, CA",2018-06-14T17:02:00Z,2018-06-14,17,17.14,0.65,6.62,271.78,0.0,0.16
20.0,"Butte, CA",2018-06-14T15:18:00Z,2018-06-14,15,24.82,0.26,0.59,166.5,0.0,0.16
20.0,"Los Angeles, CA",2018-06-12T14:56:00Z,2018-06-12,14,18.24,0.74,0.79,152.83,0.0,0.07
20.0,"Plumas, CA",2018-04-26T15:00:00Z,2018-04-26,15,6.78,0.56,1.29,271.22,0.0,0.27
18.0,"San Diego, CA",2018-05-09T22:00:00Z,2018-05-09,22,19.52,0.65,4.12,276.68,0.0,0.05
18.0,"Riverside, CA",2018-04-22T13:35:00Z,2018-04-22,13,12.6,0.78,6.7,258.41,0.0,0.24
17.0,"Santa Cruz, CA",2018-11-03T21:28:00Z,2018-11-03,21,18.19,0.59,3.89,316.89,0.0,0.04
17.0,"Amador, CA",2018-06-17T13:58:00Z,2018-06-17,13,11.61,0.8,2.08,255.59,0.0,0.19
17.0,"Riverside, CA",2018-06-03T14:17:00Z,2018-06-03,14,21.56,0.61,0.95,28.2,0.04,0.23
16.0,"Humboldt, CA",2018-07-15T16:14:00Z,2018-07-15,16,16.62,0.56,10.63,280.41,0.0,0.25
16.0,"Santa Clara, CA",2018-05-27T17:05:00Z,2018-05-27,17,20.57,0.65,3.27,283.18,0.94,0.35
15.0,"Siskiyou, CA",2018-10-10T21:50:00Z,2018-10-10,21,14.97,0.39,1.42,29.81,0.0,0.26
15.0,"Modoc, CA",2018-09-02T14:53:00Z,2018-09-02,14,10.32,0.61,1.66,50.59,0.0,0.05
15.0,"Riverside, CA",2018-05-04T18:53:00Z,2018-05-04,18,13.78,0.75,1.48,262.31,0.0,0.27
15.0,"Riverside, CA",2018-04-15T04:38:00Z,2018-04-15,4,9.08,0.97,3.17,113.59,0.05,0.28
14.0,"San Diego, CA",2018-08-06T10:31:00Z,2018-08-06,10,20.9,0.83,0.95,285.92,0.0,0.05
14.0,"San Luis Obispo, CA",2018-07-17T11:13:00Z,2018-07-17,11,15.02,0.89,2.02,272.14,0.0,0.13
14.0,"Lassen, CA",2018-07-14T15:00:00Z,2018-07-14,15,22.83,0.33,1.13,309.37,0.0,0.1
14.0,"Yolo, CA",2018-06-01T13:31:00Z,2018-06-01,13,22.28,0.35,1.49,182.92,0.0,0.12
13.0,"Shasta, CA",2018-09-04T14:43:00Z,2018-09-04,14,16.96,0.6,2.01,354.75,0.0,0.27
13.0,"San Diego, CA",2018-07-20T13:07:00Z,2018-07-20,13,20.49,0.86,1.58,307.19,0.0,0.05
13.0,"Fresno, CA",2018-06-02T09:55:00Z,2018-06-02,9,19.97,0.43,1.97,329.83,0.0,0.13
12.0,"Shasta, CA",2018-10-14T06:45:00Z,2018-10-14,6,17.32,0.29,3.86,7.8,0.0,0.33
12.0,"El Dorado, CA",2018-09-20T12:39:00Z,2018-09-20,12,26.28,0.63,2.48,342.68,0.06,0.15
12.0,"San Bernardino, CA",2018-07-13T14:32:00Z,2018-07-13,14,21.6,0.73,0.53,123.31,0.0,0.16
12.0,"Madera, CA",2018-07-10T17:31:00Z,2018-07-10,17,31.36,0.21,2.67,312.8,0.0,0.12
12.0,"Marin, CA",2018-06-09T15:30:00Z,2018-06-09,15,25.61,0.66,3.64,221.73,0.0,0.02
12.0,"San Diego, CA",2018-06-05T13:45:00Z,2018-06-05,13,15.74,0.87,1.31,186.65,0.0,0.06
12.0,"Siskiyou, CA",2018-06-04T15:08:00Z,2018-06-04,15,13.59,0.54,1.42,344.76,0.0,0.21
12.0,"San Luis Obispo, CA",2018-06-03T16:11:00Z,2018-06-03,16,19.34,0.52,0.92,191.15,0.0,0.13
12.0,"Napa, CA",2018-05-21T11:56:00Z,2018-05-21,11,11.75,0.84,2.23,206.64,0.0,0.12
12.0,"Alameda, CA",2018-05-14T13:06:00Z,2018-05-14,13,11.83,0.88,2.79,249.8,0.0,0.09
12.0,"San Diego, CA",2018-05-10T20:41:00Z,2018-05-10,20,19.82,0.65,3.86,252.73,0.0,0.05
11.0,"Butte, CA",2018-07-10T12:42:00Z,2018-07-10,12,18.86,0.36,2.21,29.3,0.0,0.16
11.0,"Madera, CA",2018-07-09T17:54:00Z,2018-07-09,17,30.51,0.11,3.98,305.6,0.0,0.12
11.0,"Riverside, CA",2018-06-03T13:38:00Z,2018-06-03,13,21.28,0.63,0.88,34.58,0.03,0.23
11.0,"Shasta, CA",2018-03-27T16:20:00Z,2018-03-27,16,9.44,0.53,2.53,354.77,0.0,0.47
10.0,"Santa Cruz, CA",2018-11-16T11:01:00Z,2018-11-16,11,11.9,0.77,1.5,30.9,0.0,0.04
10.0,"Humboldt, CA",2018-11-12T17:39:00Z,2018-11-12,17,-12.51,0.71,1.91,224.58,0.0,0.33
10.0,"Butte, CA",2018-10-15T11:57:00Z,2018-10-15,11,11.86,0.21,4.34,33.24,0.0,0.18
10.0,"Riverside, CA",2018-08-19T15:55:00Z,2018-08-19,15,19.29,0.81,7.29,265.81,0.01,0.22
10.0,"Napa, CA",2018-08-09T14:21:00Z,2018-08-09,14,13.78,0.86,1.34,218.16,0.0,0.15
10.0,"Siskiyou, CA",2018-07-17T19:03:00Z,2018-07-17,19,29.61,0.31,0.83,265.14,0.0,0.17
10.0,"San Diego, CA",2018-07-06T10:11:00Z,2018-07-06,10,18.77,0.84,1.3,344.93,0.0,0.05
10.0,"Butte, CA",2018-06-29T11:44:00Z,2018-06-29,11,19.93,0.46,2.3,4.08,0.0,0.16
10.0,"San Luis Obispo, CA",2018-06-21T16:45:00Z,2018-06-21,16,20.07,0.53,1.07,283.29,0.0,0.13
10.0,"Monterey, CA",2018-06-19T16:06:00Z,2018-06-19,16,12.78,0.82,2.44,334.15,0.01,0.05
10.0,"Sonoma, CA",2018-06-05T13:03:00Z,2018-06-05,13,11.5,0.75,1.75,257.97,0.0,0.14
10.0,"San Diego, CA",2018-06-03T18:23:00Z,2018-06-03,18,20.46,0.67,4.43,284.37,0.0,0.05
10.0,"Tehama, CA",2018-06-03T08:55:00Z,2018-06-03,8,25.04,0.24,0.44,314.56,0.0,0.12
10.0,"Riverside, CA",2018-06-02T15:53:00Z,2018-06-02,15,19.47,0.66,2.93,206.78,0.0,0.25
10.0,"Riverside, CA",2018-05-28T07:23:00Z,2018-05-28,7,15.44,0.94,0.95,7.86,0.0,0.24
0.0,"Butte, CA",2018-11-29T23:30:00Z,2018-11-29,23,8.77,0.9,3.76,114.37,1.39,0.45
0.0,"Humboldt, CA",2018-04-24T16:59:00Z,2018-04-24,16,7.84,0.49,4.37,218.09,0.0,0.41
0.0,"Santa Barbara, CA",2018-01-09T04:00:00Z,2018-01-09,4,15.13,0.87,6.98,110.68,0.11,0.13
0.0,"Ventura, CA",2018-01-09T04:00:00Z,2018-01-09,4,17.61,0.95,0.9,253.19,0.02,0.43
1806.0,"Ventura, CA",2019-10-30T07:45:14Z,2019-10-30,7,15.87,0.96,0.09,328.6,2.09,0.45
1300.0,"Mariposa, CA",2019-08-16T14:11:02Z,2019-08-16,14,18.37,0.63,1.03,149.56,0.0,0.08
1011.0,"Riverside, CA",2019-10-10T15:38:44Z,2019-10-10,15,14.36,0.87,8.38,229.75,0.3,0.28
605.0,"Tehama, CA",2019-10-27T02:47:20Z,2019-10-27,2,23.98,0.1,3.42,358.24,0.0,0.1
494.0,"Riverside, CA",2019-10-30T11:19:00Z,2019-10-30,11,9.48,0.76,7.18,83.08,0.01,0.27
355.0,"Placer, CA",2019-11-25T12:39:44Z,2019-11-25,12,3.17,0.61,0.83,178.91,0.0,0.23
289.0,"Monterey, CA",2019-10-09T06:52:14Z,2019-10-09,6,13.99,0.89,2.89,302.72,0.0,0.05
